"No.","Time","Source","Destination","Protocol","Length","Info"
"944","10.382608688","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=161910 Win=62780 Len=0"
"945","10.383351394","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=161910 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"946","10.383358208","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=164830 Win=62780 Len=0"
"947","10.386648917","103.102.166.240","10.0.2.6","TCP","1514","443  >  58420 [PSH, ACK] Seq=17393 Ack=3577 Win=32577 Len=1460 [TCP segment of a reassembled PDU]"
"948","10.386717321","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=164830 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"949","10.386731523","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=167750 Win=62780 Len=0"
"950","10.386717390","103.102.166.240","10.0.2.6","TLSv1.3","4434","Application Data [TCP segment of a reassembled PDU]"
"951","10.386789518","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=23233 Win=61320 Len=0"
"952","10.388263543","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data, Application Data"
"953","10.388283244","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=170670 Win=62780 Len=0"
"954","10.390928547","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=170670 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"955","10.390941912","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=173590 Win=62780 Len=0"
"956","10.393886359","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=173590 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"957","10.393909804","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=176510 Win=62780 Len=0"
"958","10.395768476","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=176510 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"959","10.395786673","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=179430 Win=62780 Len=0"
"960","10.396598122","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"961","10.396611718","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=26153 Win=62780 Len=0"
"962","10.404763829","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=179430 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"963","10.404785468","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=182350 Win=62780 Len=0"
"964","10.404763912","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data, Application Data"
"965","10.404804581","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=185270 Win=62780 Len=0"
"966","10.404763951","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=185270 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"967","10.404810052","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=188190 Win=62780 Len=0"
"968","10.404763988","103.102.166.240","10.0.2.6","TLSv1.3","5894","Application Data, Application Data"
"969","10.404824716","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=188190 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"970","10.404829485","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=191110 Win=62780 Len=0"
"971","10.405064916","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=31993 Win=61320 Len=0"
"972","10.406971934","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [PSH, ACK] Seq=191110 Ack=2641 Win=31644 Len=1460 [TCP segment of a reassembled PDU]"
"973","10.408595171","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [PSH, ACK] Seq=192570 Ack=2641 Win=31644 Len=1460 [TCP segment of a reassembled PDU]"
"974","10.408618183","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=194030 Win=62780 Len=0"
"975","10.408595343","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"976","10.408653492","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=34913 Win=62780 Len=0"
"977","10.409887930","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=194030 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"978","10.409899002","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=196950 Win=62780 Len=0"
"979","10.410822634","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=34913 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"980","10.410832985","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=37833 Win=62780 Len=0"
"981","10.412982767","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=196950 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"982","10.413008660","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=199870 Win=62780 Len=0"
"983","10.413337409","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data, Application Data"
"984","10.413344671","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=202790 Win=62780 Len=0"
"985","10.416046805","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=37833 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"986","10.416105127","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=40753 Win=62780 Len=0"
"987","10.416484622","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=202790 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"988","10.416492829","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=205710 Win=62780 Len=0"
"989","10.417223076","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [PSH, ACK] Seq=205710 Ack=2641 Win=31644 Len=1460 [TCP segment of a reassembled PDU]"
"990","10.417338292","103.102.166.240","10.0.2.6","TCP","60","443  >  58422 [ACK] Seq=4500 Ack=809 Win=31960 Len=0"
"991","10.417338348","103.102.166.240","10.0.2.6","TCP","60","443  >  58422 [RST, ACK] Seq=4500 Ack=809 Win=32768 Len=0"
"992","10.417417995","103.102.166.240","10.0.2.6","TCP","60","443  >  58412 [ACK] Seq=4500 Ack=809 Win=31960 Len=0"
"993","10.417418056","103.102.166.240","10.0.2.6","TCP","60","443  >  58412 [RST, ACK] Seq=4500 Ack=809 Win=32768 Len=0"
"994","10.419319438","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"995","10.419330808","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=43673 Win=62780 Len=0"
"996","10.420386439","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=207170 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"997","10.420398063","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=210090 Win=62780 Len=0"
"998","10.421616454","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=210090 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"999","10.421623221","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=213010 Win=62780 Len=0"
"1000","10.422917522","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=43673 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1001","10.422925037","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=46593 Win=62780 Len=0"
"1002","10.424458684","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=213010 Ack=2641 Win=31644 Len=2920 [TCP segment of a reassembled PDU]"
"1003","10.424469640","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=215930 Win=62780 Len=0"
"1004","10.426305866","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data, Application Data"
"1005","10.426315549","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=218850 Win=62780 Len=0"
"1006","10.427310359","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"1007","10.427317539","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=49513 Win=62780 Len=0"
"1008","10.430158967","103.102.166.224","10.0.2.6","TLSv1.3","632","Application Data"
"1009","10.431223702","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=49513 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1010","10.431237684","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=52433 Win=62780 Len=0"
"1011","10.432179436","103.102.166.240","10.0.2.6","TCP","60","443  >  58410 [ACK] Seq=4500 Ack=809 Win=31960 Len=0"
"1012","10.432198943","10.0.2.6","103.102.166.240","TCP","54","58410  >  443 [RST] Seq=809 Win=0 Len=0"
"1013","10.432179486","103.102.166.240","10.0.2.6","TCP","60","443  >  58410 [RST, ACK] Seq=4500 Ack=809 Win=32768 Len=0"
"1014","10.434892642","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"1015","10.434907345","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=55353 Win=62780 Len=0"
"1016","10.442434765","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=55353 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1017","10.442452127","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=58273 Win=62780 Len=0"
"1018","10.444003834","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=58273 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1019","10.444008803","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=61193 Win=62780 Len=0"
"1020","10.446733933","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=61193 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1021","10.446746132","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=64113 Win=62780 Len=0"
"1022","10.449439050","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=64113 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1023","10.449454944","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=67033 Win=62780 Len=0"
"1024","10.453646073","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"1025","10.453670007","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=69953 Win=62780 Len=0"
"1026","10.455953847","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=69953 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1027","10.456013288","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=72873 Win=62780 Len=0"
"1028","10.460325419","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=72873 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1029","10.460340920","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=75793 Win=62780 Len=0"
"1030","10.461786336","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=75793 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1031","10.461798412","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=78713 Win=62780 Len=0"
"1032","10.463654417","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=78713 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1033","10.463661100","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=81633 Win=62780 Len=0"
"1034","10.466368011","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=81633 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1035","10.466400942","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=84553 Win=62780 Len=0"
"1036","10.469458678","103.102.166.240","10.0.2.6","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"1037","10.469474211","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=87473 Win=62780 Len=0"
"1038","10.470855592","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=87473 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1039","10.470863317","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=90393 Win=62780 Len=0"
"1040","10.471514690","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=2641 Ack=219428 Win=62780 Len=0"
"1041","10.473085743","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=90393 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1042","10.473121251","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=93313 Win=62780 Len=0"
"1043","10.475513663","103.102.166.240","10.0.2.6","TCP","2974","443  >  58420 [PSH, ACK] Seq=93313 Ack=3577 Win=32577 Len=2920 [TCP segment of a reassembled PDU]"
"1044","10.475527462","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=96233 Win=62780 Len=0"
"1045","10.477288394","103.102.166.240","10.0.2.6","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"1046","10.523309325","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=97693 Win=62780 Len=0"
"1047","10.523674091","103.102.166.240","10.0.2.6","TLSv1.3","755","Application Data"
"1048","10.523778013","10.0.2.6","103.102.166.240","TCP","54","58420  >  443 [ACK] Seq=3577 Ack=98394 Win=62780 Len=0"
"1049","10.571768582","10.0.2.6","192.168.29.1","DNS","79","Standard query 0xa7d7 A login.wikimedia.org"
"1050","10.571787702","10.0.2.6","192.168.29.1","DNS","79","Standard query 0xbdd5 AAAA login.wikimedia.org"
"1051","10.587193873","192.168.29.1","10.0.2.6","DNS","114","Standard query response 0xa7d7 A login.wikimedia.org CNAME dyna.wikimedia.org A 103.102.166.224"
"1052","10.587481018","192.168.29.1","10.0.2.6","DNS","126","Standard query response 0xbdd5 AAAA login.wikimedia.org CNAME dyna.wikimedia.org AAAA 2001:df2:e500:ed1a::1"
"1053","10.588495903","10.0.2.6","103.102.166.224","TLSv1.3","210","Application Data"
"1054","10.588643959","10.0.2.6","103.102.166.224","TCP","74","45862  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=437335689 TSecr=0 WS=128"
"1055","10.609570485","10.0.2.6","103.102.166.224","TLSv1.3","330","Application Data"
"1056","10.609948208","103.102.166.224","10.0.2.6","TCP","60","443  >  45858 [ACK] Seq=219428 Ack=3073 Win=32768 Len=0"
"1057","10.629044402","10.0.2.6","103.102.166.224","TLSv1.3","197","Application Data"
"1058","10.652976067","103.102.166.224","10.0.2.6","TLSv1.3","548","Application Data"
"1059","10.652976159","103.102.166.224","10.0.2.6","TCP","60","443  >  45862 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
"1060","10.653031706","10.0.2.6","103.102.166.224","TCP","54","45862  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1061","10.653436780","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=219922 Win=62780 Len=0"
"1062","10.655768828","10.0.2.6","103.102.166.224","TLSv1.3","571","Client Hello"
"1063","10.685227858","103.102.166.224","10.0.2.6","TLSv1.3","768","Application Data"
"1064","10.685326706","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=220636 Win=62780 Len=0"
"1065","10.714435896","103.102.166.224","10.0.2.6","TCP","5894","443  >  45858 [PSH, ACK] Seq=220636 Ack=3216 Win=32625 Len=5840 [TCP segment of a reassembled PDU]"
"1066","10.714467620","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=226476 Win=62780 Len=0"
"1067","10.714534668","103.102.166.224","10.0.2.6","TLSv1.3","8814","Application Data [TCP segment of a reassembled PDU]"
"1068","10.714540732","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=235236 Win=62780 Len=0"
"1069","10.714579381","103.102.166.224","10.0.2.6","TCP","4434","443  >  45858 [ACK] Seq=235236 Ack=3216 Win=32625 Len=4380 [TCP segment of a reassembled PDU]"
"1070","10.714584811","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=239616 Win=62780 Len=0"
"1071","10.714724894","103.102.166.224","10.0.2.6","TLSv1.3","76","Application Data"
"1072","10.715051538","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3216 Ack=239638 Win=62780 Len=0"
"1073","10.727440363","103.102.166.224","10.0.2.6","TLSv1.3","2974","Server Hello, Change Cipher Spec, Application Data"
"1074","10.727477962","10.0.2.6","103.102.166.224","TCP","54","45862  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"1075","10.727695526","103.102.166.224","10.0.2.6","TLSv1.3","982","Application Data, Application Data, Application Data"
"1076","10.727710701","10.0.2.6","103.102.166.224","TCP","54","45862  >  443 [ACK] Seq=518 Ack=3849 Win=61852 Len=0"
"1077","10.735108286","10.0.2.6","103.102.166.224","TLSv1.3","134","Change Cipher Spec, Application Data"
"1078","10.735442863","10.0.2.6","103.102.166.224","TLSv1.3","241","Application Data"
"1079","10.735631841","103.102.166.224","10.0.2.6","TCP","60","443  >  45862 [ACK] Seq=3849 Ack=785 Win=31984 Len=0"
"1080","10.795176603","103.102.166.224","10.0.2.6","TLSv1.3","381","Application Data, Application Data"
"1081","10.795194308","10.0.2.6","103.102.166.224","TCP","54","45862  >  443 [ACK] Seq=785 Ack=4176 Win=62780 Len=0"
"1082","10.795176702","103.102.166.224","10.0.2.6","TCP","60","443  >  45862 [FIN, ACK] Seq=4176 Ack=785 Win=31984 Len=0"
"1083","10.795701391","10.0.2.6","103.102.166.224","TLSv1.3","78","Application Data"
"1084","10.822100334","103.102.166.224","10.0.2.6","TCP","60","443  >  45862 [ACK] Seq=4177 Ack=809 Win=31960 Len=0"
"1085","10.853203339","103.102.166.224","10.0.2.6","TCP","60","443  >  45862 [RST, ACK] Seq=4177 Ack=809 Win=32768 Len=0"
"1086","11.544829196","10.0.2.6","103.102.166.224","TLSv1.3","374","Application Data"
"1087","11.578601239","103.102.166.224","10.0.2.6","TCP","60","443  >  45858 [ACK] Seq=239638 Ack=3536 Win=32305 Len=0"
"1088","11.610854969","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [ACK] Seq=239638 Ack=3536 Win=32305 Len=1460 [TCP segment of a reassembled PDU]"
"1089","11.610874191","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3536 Ack=241098 Win=65535 Len=0"
"1090","11.611460310","103.102.166.224","10.0.2.6","TLSv1.3","240","Application Data"
"1091","11.611483887","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3536 Ack=241284 Win=65535 Len=0"
"1092","11.693376088","10.0.2.6","142.250.183.3","TLSv1.2","93","Application Data"
"1093","11.700998061","142.250.183.3","10.0.2.6","TLSv1.2","93","Application Data"
"1094","11.701026554","10.0.2.6","142.250.183.3","TCP","54","57612  >  443 [ACK] Seq=40 Ack=40 Win=62920 Len=0"
"1095","12.031345889","10.0.2.6","172.217.167.163","TCP","54","[TCP Dup ACK 17#1] 41322  >  80 [ACK] Seq=1 Ack=1 Win=63882 Len=0"
"1096","12.031698868","172.217.167.163","10.0.2.6","TCP","60","[TCP Dup ACK 18#1] [TCP ACKed unseen segment] 80  >  41322 [ACK] Seq=1 Ack=2 Win=31646 Len=0"
"1097","12.733221572","10.0.2.6","103.102.166.224","TLSv1.3","246","Application Data"
"1098","12.736470554","10.0.2.6","103.102.166.224","TLSv1.3","204","Application Data"
"1099","12.737047051","103.102.166.224","10.0.2.6","TCP","60","443  >  45858 [ACK] Seq=241284 Ack=3878 Win=31963 Len=0"
"1100","12.796378960","103.102.166.224","10.0.2.6","TCP","5894","443  >  45858 [PSH, ACK] Seq=241284 Ack=3878 Win=31963 Len=5840 [TCP segment of a reassembled PDU]"
"1101","12.796427891","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=247124 Win=65535 Len=0"
"1102","12.796888243","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=247124 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1103","12.796910197","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=250044 Win=65535 Len=0"
"1104","12.800364450","103.102.166.224","10.0.2.6","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"1105","12.800386792","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=251504 Win=65535 Len=0"
"1106","12.800587877","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=251504 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1107","12.800598727","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=254424 Win=65535 Len=0"
"1108","12.800736761","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=254424 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1109","12.800755206","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=257344 Win=65535 Len=0"
"1110","12.800873519","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=257344 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1111","12.800885535","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=260264 Win=65535 Len=0"
"1112","12.800990004","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [PSH, ACK] Seq=260264 Ack=3878 Win=31963 Len=1460 [TCP segment of a reassembled PDU]"
"1113","12.800999260","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=261724 Win=65535 Len=0"
"1114","12.801115661","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=261724 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1115","12.801119590","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=264644 Win=65535 Len=0"
"1116","12.805645570","103.102.166.224","10.0.2.6","TLSv1.3","2974","Application Data, Application Data"
"1117","12.805673886","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=267564 Win=65535 Len=0"
"1118","12.805727992","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=267564 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1119","12.805731588","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=270484 Win=65535 Len=0"
"1120","12.805728049","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [ACK] Seq=270484 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1121","12.805737380","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=273404 Win=65535 Len=0"
"1122","12.805824503","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=273404 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1123","12.805827448","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=276324 Win=65535 Len=0"
"1124","12.805934681","103.102.166.224","10.0.2.6","TCP","2974","443  >  45858 [PSH, ACK] Seq=276324 Ack=3878 Win=31963 Len=2920 [TCP segment of a reassembled PDU]"
"1125","12.805938288","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=279244 Win=65535 Len=0"
"1126","12.809777125","103.102.166.224","10.0.2.6","TLSv1.3","5894","Application Data, Application Data"
"1127","12.809795987","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=285084 Win=65535 Len=0"
"1128","12.809777300","103.102.166.224","10.0.2.6","TCP","7354","443  >  45858 [ACK] Seq=285084 Ack=3878 Win=31963 Len=7300 [TCP segment of a reassembled PDU]"
"1129","12.809831505","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=292384 Win=65535 Len=0"
"1130","12.809973791","103.102.166.224","10.0.2.6","TCP","1514","443  >  45858 [PSH, ACK] Seq=292384 Ack=3878 Win=31963 Len=1460 [TCP segment of a reassembled PDU]"
"1131","12.809983299","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=293844 Win=65535 Len=0"
"1132","12.809973989","103.102.166.224","10.0.2.6","TLSv1.3","5894","Application Data [TCP segment of a reassembled PDU]"
"1133","12.810007754","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=299684 Win=65535 Len=0"
"1134","12.813553288","103.102.166.224","10.0.2.6","TLSv1.3","4434","Application Data [TCP segment of a reassembled PDU]"
"1135","12.813577029","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=304064 Win=65535 Len=0"
"1136","12.813770448","103.102.166.224","10.0.2.6","TLSv1.3","1164","Application Data"
"1137","12.813780899","10.0.2.6","103.102.166.224","TCP","54","45858  >  443 [ACK] Seq=3878 Ack=305174 Win=65535 Len=0"
"1138","13.568014250","10.0.2.6","13.227.166.3","TCP","54","[TCP Dup ACK 25#1] 39370  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
